UTC time,state,latitude,N/S Indication,longitude,E/W indication,Ground speed,position,date,f2,f3
170547.400,A,54.6590517,N,020.6531935,E,1.614,12.18,190425,1.133,1.137,
170547.500,A,54.6590523,N,020.6531930,E,1.563,10.04,190425,1.135,1.139,
170547.600,A,54.6590533,N,020.6531933,E,1.582,10.24,190425,1.135,1.139,
170547.700,A,54.6590538,N,020.6531925,E,0.000,7.27,190425,1.133,1.137,
170547.800,A,54.6590545,N,020.6531925,E,0.000,7.61,190425,1.133,1.137,
170547.900,A,54.6590553,N,020.6531923,E,0.000,6.22,190425,1.133,1.138,
170548.000,A,54.6590562,N,020.6531922,E,0.000,6.21,190425,1.134,1.138,
170548.100,A,54.6590570,N,020.6531917,E,0.000,6.11,190425,1.132,1.137,
170548.200,A,54.6590577,N,020.6531910,E,0.000,5.96,190425,1.133,1.138,
170548.300,A,54.6590583,N,020.6531900,E,0.000,5.69,190425,1.135,1.139,
170548.400,A,54.6590588,N,020.6531900,E,0.000,5.48,190425,1.133,1.137,
170548.500,A,54.6590597,N,020.6531897,E,0.000,5.24,190425,1.133,1.138,
170548.600,A,54.6590603,N,020.6531893,E,0.000,5.02,190425,1.132,1.137,
170548.700,A,54.6590613,N,020.6531897,E,0.000,4.85,190425,1.131,1.135,
170548.800,A,54.6590623,N,020.6531893,E,0.000,4.67,190425,1.129,1.133,
170548.900,A,54.6590633,N,020.6531895,E,1.585,4.53,190425,1.131,1.136,
170549.000,A,54.6590640,N,020.6531893,E,1.575,4.38,190425,1.131,1.136,
170549.100,A,54.6590647,N,020.6531890,E,0.000,4.23,190425,1.132,1.136,
170549.200,A,54.6590653,N,020.6531892,E,0.000,4.15,190425,1.131,1.136,
170549.300,A,54.6590660,N,020.6531890,E,0.000,4.11,190425,1.133,1.137,
170549.400,A,54.6590667,N,020.6531890,E,0.000,4.10,190425,1.134,1.138,
170549.500,A,54.6590672,N,020.6531885,E,0.000,4.04,190425,1.135,1.138,
170549.600,A,54.6590677,N,020.6531880,E,0.000,3.91,190425,1.135,1.138,
170549.700,A,54.6590683,N,020.6531877,E,0.000,3.76,190425,1.133,1.137,
170549.800,A,54.6590688,N,020.6531873,E,0.000,3.57,190425,1.131,1.136,
170549.900,A,54.6590692,N,020.6531872,E,0.000,3.45,190425,1.130,1.134,
170550.000,A,54.6590698,N,020.6531868,E,0.000,3.31,190425,1.132,1.136,
170550.100,A,54.6590703,N,020.6531867,E,0.000,3.18,190425,1.133,1.138,
170550.200,A,54.6590712,N,020.6531865,E,0.000,3.09,190425,1.136,1.139,
170550.300,A,54.6590720,N,020.6531865,E,0.000,3.05,190425,1.135,1.139,
170550.400,A,54.6590727,N,020.6531862,E,0.000,2.97,190425,1.132,1.137,
170550.500,A,54.6590735,N,020.6531865,E,0.000,2.94,190425,1.131,1.136,
170550.600,A,54.6590740,N,020.6531863,E,0.000,2.90,190425,1.131,1.136,
170550.700,A,54.6590750,N,020.6531863,E,0.000,2.86,190425,1.132,1.137,
170550.800,A,54.6590755,N,020.6531860,E,0.000,2.81,190425,1.132,1.136,
170550.900,A,54.6590760,N,020.6531857,E,0.000,2.76,190425,1.132,1.136,
170551.000,A,54.6590767,N,020.6531853,E,0.000,2.70,190425,1.133,1.137,
170551.100,A,54.6590773,N,020.6531850,E,0.000,2.65,190425,1.133,1.137,
170551.200,A,54.6590778,N,020.6531843,E,0.000,2.51,190425,1.133,1.137,
170551.300,A,54.6590780,N,020.6531840,E,0.000,2.37,190425,1.132,1.137,
170551.400,A,54.6590788,N,020.6531838,E,0.000,2.15,190425,1.132,1.137,
170551.500,A,54.6590793,N,020.6531835,E,0.000,1.91,190425,1.134,1.138,
170551.600,A,54.6590802,N,020.6531840,E,0.000,1.78,190425,1.135,1.140,
170551.700,A,54.6590808,N,020.6531835,E,0.000,1.63,190425,1.134,1.138,
170551.800,A,54.6590815,N,020.6531830,E,0.000,1.46,190425,1.132,1.137,
170551.900,A,54.6590820,N,020.6531828,E,0.000,1.33,190425,1.130,1.135,
170552.000,A,54.6590828,N,020.6531825,E,0.000,1.18,190425,1.132,1.136,
170552.100,A,54.6590837,N,020.6531827,E,0.000,1.13,190425,1.131,1.136,
170552.200,A,54.6590843,N,020.6531823,E,0.000,1.03,190425,1.130,1.135,
170552.300,A,54.6590852,N,020.6531823,E,0.000,0.93,190425,1.129,1.134,
170552.400,A,54.6590858,N,020.6531822,E,0.000,0.88,190425,1.130,1.134,
170552.500,A,54.6590863,N,020.6531817,E,0.000,0.78,190425,1.131,1.135,
170552.600,A,54.6590870,N,020.6531813,E,0.000,0.67,190425,1.132,1.136,
170552.700,A,54.6590880,N,020.6531815,E,0.000,0.63,190425,1.134,1.138,
170552.800,A,54.6590883,N,020.6531807,E,0.000,0.48,190425,1.133,1.137,
170552.900,A,54.6590890,N,020.6531805,E,0.000,0.37,190425,1.131,1.136,
170553.000,A,54.6590897,N,020.6531800,E,0.000,0.20,190425,1.132,1.136,
170553.100,A,54.6590898,N,020.6531793,E,0.000,0.07,190425,1.132,1.136,
170553.200,A,54.6590905,N,020.6531790,E,0.000,359.93,190425,1.132,1.136,
170553.300,A,54.6590908,N,020.6531785,E,0.000,359.86,190425,1.133,1.137,
170553.400,A,54.6590917,N,020.6531785,E,0.000,359.82,190425,1.133,1.137,
170553.500,A,54.6590923,N,020.6531780,E,0.000,359.77,190425,1.132,1.136,
170553.600,A,54.6590933,N,020.6531783,E,0.000,359.81,190425,1.131,1.135,
170553.700,A,54.6590942,N,020.6531782,E,0.000,359.84,190425,1.133,1.138,
170553.900,A,54.6590955,N,020.6531772,E,0.000,359.72,190425,1.132,1.136,
170554.000,A,54.6590960,N,020.6531767,E,0.000,359.57,190425,1.133,1.138,
170554.100,A,54.6590967,N,020.6531762,E,0.000,359.38,190425,1.136,1.140,
170554.200,A,54.6590973,N,020.6531758,E,0.000,359.21,190425,1.136,1.139,
170554.300,A,54.6590980,N,020.6531753,E,0.000,358.96,190425,1.135,1.139,
170554.400,A,54.6590987,N,020.6531748,E,0.000,358.67,190425,1.135,1.138,
170554.500,A,54.6590997,N,020.6531750,E,0.000,358.41,190425,1.133,1.137,
170554.600,A,54.6591005,N,020.6531747,E,0.000,358.13,190425,1.131,1.135,
170554.700,A,54.6591012,N,020.6531742,E,0.000,357.84,190425,1.132,1.136,
170554.800,A,54.6591017,N,020.6531735,E,0.000,357.53,190425,1.134,1.138,
170554.900,A,54.6591023,N,020.6531727,E,0.000,357.19,190425,1.134,1.138,
170555.000,A,54.6591028,N,020.6531720,E,0.000,356.82,190425,1.136,1.140,
170555.100,A,54.6591035,N,020.6531712,E,0.000,356.43,190425,1.135,1.139,
170555.200,A,54.6591042,N,020.6531703,E,0.000,356.03,190425,1.132,1.137,
170555.300,A,54.6591047,N,020.6531692,E,0.000,355.60,190425,1.131,1.136,
170555.400,A,54.6591052,N,020.6531682,E,0.000,355.14,190425,1.133,1.137,
170555.500,A,54.6591055,N,020.6531670,E,0.000,354.65,190425,1.132,1.137,
170555.600,A,54.6591062,N,020.6531662,E,0.000,354.16,190425,1.134,1.139,
170555.700,A,54.6591067,N,020.6531655,E,0.000,353.68,190425,1.135,1.139,
170555.800,A,54.6591072,N,020.6531647,E,0.000,353.21,190425,1.132,1.137,
170555.900,A,54.6591075,N,020.6531635,E,0.000,352.74,190425,1.134,1.138,
170556.000,A,54.6591075,N,020.6531622,E,0.000,352.23,190425,1.133,1.138,
170556.100,A,54.6591073,N,020.6531608,E,0.000,351.69,190425,1.135,1.140,
170556.200,A,54.6591073,N,020.6531598,E,0.000,351.13,190425,1.134,1.139,
170556.300,A,54.6591073,N,020.6531587,E,0.000,350.55,190425,1.134,1.138,
170556.400,A,54.6591072,N,020.6531580,E,0.000,349.98,190425,1.137,1.140,
170556.500,A,54.6591070,N,020.6531572,E,0.000,349.40,190425,1.135,1.139,
170556.600,A,54.6591068,N,020.6531563,E,0.000,348.80,190425,1.137,1.141,
170556.700,A,54.6591065,N,020.6531557,E,0.000,348.20,190425,1.139,1.142,
170556.800,A,54.6591063,N,020.6531553,E,0.000,347.63,190425,1.140,1.143,
170556.900,A,54.6591062,N,020.6531550,E,0.000,347.09,190425,1.136,1.139,
170557.000,A,54.6591062,N,020.6531548,E,0.000,346.57,190425,1.134,1.138,
170557.100,A,54.6591060,N,020.6531543,E,0.000,346.07,190425,1.137,1.141,
170557.200,A,54.6591057,N,020.6531537,E,0.000,345.55,190425,1.138,1.141,
170557.300,A,54.6591055,N,020.6531528,E,0.000,345.01,190425,1.136,1.141,
170557.400,A,54.6591053,N,020.6531525,E,0.000,344.45,190425,1.134,1.138,
170557.500,A,54.6591048,N,020.6531517,E,0.000,343.85,190425,1.134,1.139,
170557.600,A,54.6591045,N,020.6531517,E,0.000,343.26,190425,1.135,1.139,
170557.700,A,54.6591040,N,020.6531512,E,0.000,342.64,190425,1.136,1.140,
170557.800,A,54.6591035,N,020.6531503,E,0.000,341.97,190425,1.137,1.141,
170557.900,A,54.6591028,N,020.6531505,E,0.000,341.30,190425,1.135,1.140,
170558.000,A,54.6591023,N,020.6531497,E,0.000,340.57,190425,1.134,1.138,
170558.100,A,54.6591018,N,020.6531495,E,0.000,339.81,190425,1.133,1.137,
170558.200,A,54.6591015,N,020.6531500,E,0.000,339.06,190425,1.135,1.138,
170558.300,A,54.6591010,N,020.6531503,E,0.000,338.31,190425,1.137,1.140,
170558.400,A,54.6591005,N,020.6531502,E,0.000,202.84,190425,1.136,1.139,
170558.500,A,54.6591002,N,020.6531502,E,0.000,200.04,190425,1.134,1.138,
170558.600,A,54.6590995,N,020.6531503,E,0.000,196.62,190425,1.132,1.136,
170558.700,A,54.6590990,N,020.6531502,E,0.000,194.99,190425,1.131,1.135,
170558.800,A,54.6590985,N,020.6531497,E,0.000,194.27,190425,1.131,1.135,
170558.900,A,54.6590978,N,020.6531492,E,0.000,194.21,190425,1.135,1.139,
170559.000,A,54.6590972,N,020.6531483,E,0.000,194.79,190425,1.137,1.141,
170559.100,A,54.6590965,N,020.6531475,E,0.000,195.07,190425,1.136,1.141,
170559.200,A,54.6590958,N,020.6531468,E,0.000,195.35,190425,1.134,1.138,
170559.300,A,54.6590953,N,020.6531462,E,0.000,195.23,190425,1.131,1.136,
170559.400,A,54.6590947,N,020.6531458,E,0.000,194.98,190425,1.131,1.136,
170559.500,A,54.6590942,N,020.6531455,E,0.000,194.32,190425,1.131,1.136,
170559.600,A,54.6590935,N,020.6531453,E,0.000,193.60,190425,1.130,1.135,
170559.700,A,54.6590930,N,020.6531452,E,0.000,192.95,190425,1.132,1.136,
170559.800,A,54.6590925,N,020.6531453,E,0.000,191.89,190425,1.132,1.136,
170559.900,A,54.6590918,N,020.6531455,E,0.000,190.64,190425,1.130,1.135,
170600.000,A,54.6590912,N,020.6531455,E,0.000,189.86,190425,1.131,1.135,
170600.100,A,54.6590905,N,020.6531455,E,0.000,188.78,190425,1.132,1.136,
170600.300,A,54.6590895,N,020.6531443,E,0.000,189.41,190425,1.134,1.138,
170600.400,A,54.6590887,N,020.6531448,E,0.000,187.23,190425,1.133,1.137,
170600.500,A,54.6590882,N,020.6531453,E,0.000,185.59,190425,1.131,1.135,
170600.600,A,54.6590875,N,020.6531457,E,0.000,184.27,190425,1.129,1.134,
170600.700,A,54.6590867,N,020.6531455,E,0.000,183.93,190425,1.131,1.135,
170600.800,A,54.6590860,N,020.6531450,E,0.000,184.04,190425,1.131,1.136,
170600.900,A,54.6590853,N,020.6531453,E,0.000,182.80,190425,1.133,1.137,
170601.000,A,54.6590847,N,020.6531455,E,0.000,181.85,190425,1.132,1.136,
170601.100,A,54.6590840,N,020.6531460,E,0.000,180.52,190425,1.131,1.135,
170601.200,A,54.6590833,N,020.6531458,E,0.000,180.26,190425,1.130,1.135,
170601.300,A,54.6590827,N,020.6531457,E,0.000,180.16,190425,1.131,1.135,
170601.400,A,54.6590820,N,020.6531453,E,0.000,180.23,190425,1.131,1.136,
170601.500,A,54.6590813,N,020.6531453,E,0.000,179.62,190425,1.131,1.135,
170601.600,A,54.6590807,N,020.6531452,E,0.000,179.44,190425,1.131,1.135,
170601.700,A,54.6590798,N,020.6531452,E,0.000,178.64,190425,1.132,1.137,
170601.800,A,54.6590792,N,020.6531452,E,0.000,178.00,190425,1.131,1.135,
170601.900,A,54.6590785,N,020.6531453,E,0.000,177.30,190425,1.130,1.135,
170602.000,A,54.6590780,N,020.6531450,E,0.000,178.10,190425,1.132,1.136,
170602.100,A,54.6590770,N,020.6531447,E,0.000,178.22,190425,1.134,1.137,
170602.200,A,54.6590762,N,020.6531443,E,0.000,178.32,190425,1.134,1.138,
170602.300,A,54.6590755,N,020.6531433,E,0.000,181.91,190425,1.133,1.138,
170602.400,A,54.6590747,N,020.6531433,E,0.000,181.04,190425,1.134,1.138,
170602.500,A,54.6590740,N,020.6531430,E,0.000,181.98,190425,1.135,1.139,
170602.600,A,54.6590733,N,020.6531427,E,0.000,182.54,190425,1.133,1.137,
170602.700,A,54.6590725,N,020.6531422,E,0.000,184.19,190425,1.134,1.138,
170602.800,A,54.6590720,N,020.6531422,E,0.000,184.28,190425,1.133,1.138,
170602.900,A,54.6590712,N,020.6531422,E,0.000,182.49,190425,1.131,1.136,
170603.000,A,54.6590702,N,020.6531423,E,0.000,180.01,190425,1.133,1.137,
170603.100,A,54.6590695,N,020.6531422,E,0.000,180.67,190425,1.135,1.139,
170603.200,A,54.6590685,N,020.6531417,E,1.583,182.72,190425,1.135,1.139,
170603.300,A,54.6590677,N,020.6531417,E,1.621,182.14,190425,1.133,1.136,
170603.400,A,54.6590668,N,020.6531417,E,1.653,181.65,190425,1.133,1.137,
170603.500,A,54.6590662,N,020.6531415,E,1.656,182.94,190425,1.135,1.138,
170603.600,A,54.6590653,N,020.6531412,E,1.652,183.65,190425,1.133,1.138,
170603.700,A,54.6590645,N,020.6531405,E,1.650,188.22,190425,1.133,1.137,
170603.800,A,54.6590638,N,020.6531407,E,1.643,185.81,190425,1.132,1.137,
170603.900,A,54.6590632,N,020.6531407,E,1.637,185.05,190425,1.132,1.137,
170604.000,A,54.6590625,N,020.6531405,E,1.632,184.95,190425,1.132,1.137,
170604.100,A,54.6590620,N,020.6531407,E,1.598,184.75,190425,1.131,1.136,
170604.200,A,54.6590613,N,020.6531405,E,1.558,185.78,190425,1.130,1.136,
170604.300,A,54.6590608,N,020.6531405,E,0.000,184.60,190425,1.132,1.137,
170604.500,A,54.6590595,N,020.6531408,E,0.000,179.86,190425,1.135,1.139,
170604.600,A,54.6590588,N,020.6531405,E,0.000,183.35,190425,1.135,1.139,
170604.700,A,54.6590582,N,020.6531402,E,0.000,184.28,190425,1.134,1.138,
170604.800,A,54.6590577,N,020.6531400,E,0.000,185.12,190425,1.132,1.136,
170604.900,A,54.6590570,N,020.6531398,E,0.000,186.38,190425,1.134,1.137,
170605.000,A,54.6590565,N,020.6531395,E,0.000,189.19,190425,1.134,1.138,
170605.100,A,54.6590558,N,020.6531390,E,0.000,191.83,190425,1.134,1.138,
170605.200,A,54.6590552,N,020.6531390,E,0.000,187.62,190425,1.133,1.137,
170605.300,A,54.6590547,N,020.6531387,E,0.000,188.39,190425,1.131,1.135,
170605.400,A,54.6590540,N,020.6531382,E,0.000,190.53,190425,1.130,1.136,
170605.600,A,54.6590532,N,020.6531375,E,0.000,192.67,190425,1.131,1.135,
170605.700,A,54.6590527,N,020.6531370,E,0.000,194.41,190425,1.133,1.138,
170605.800,A,54.6590523,N,020.6531367,E,0.000,199.56,190425,1.131,1.136,
170605.900,A,54.6590522,N,020.6531362,E,0.000,203.00,190425,1.133,1.137,
170606.000,A,54.6590518,N,020.6531357,E,0.000,204.80,190425,1.133,1.138,
170606.100,A,54.6590515,N,020.6531355,E,0.000,204.68,190425,1.132,1.136,
170606.200,A,54.6590513,N,020.6531352,E,0.000,204.64,190425,1.133,1.137,
170606.300,A,54.6590510,N,020.6531350,E,0.000,204.63,190425,1.134,1.138,
170606.400,A,54.6590508,N,020.6531345,E,0.000,204.65,190425,1.134,1.138,
170606.500,A,54.6590505,N,020.6531342,E,0.000,204.69,190425,1.132,1.137,
170606.600,A,54.6590503,N,020.6531338,E,0.000,204.75,190425,1.130,1.135,
170606.700,A,54.6590502,N,020.6531333,E,0.000,204.85,190425,1.131,1.136,
170606.800,A,54.6590500,N,020.6531325,E,0.000,205.05,190425,1.135,1.139,
170606.900,A,54.6590497,N,020.6531320,E,0.000,205.26,190425,1.135,1.140,
170607.000,A,54.6590493,N,020.6531313,E,0.000,205.49,190425,1.135,1.139,
170607.100,A,54.6590490,N,020.6531308,E,0.000,205.74,190425,1.133,1.137,
170607.200,A,54.6590487,N,020.6531302,E,0.000,206.01,190425,1.130,1.135,
170607.300,A,54.6590483,N,020.6531292,E,0.000,206.31,190425,1.130,1.134,
170607.400,A,54.6590482,N,020.6531283,E,0.000,206.64,190425,1.130,1.136,
170607.500,A,54.6590480,N,020.6531278,E,0.000,207.01,190425,1.133,1.138,
170607.600,A,54.6590478,N,020.6531272,E,0.000,207.43,190425,1.134,1.138,
170607.700,A,54.6590478,N,020.6531267,E,0.000,207.88,190425,1.132,1.137,
170607.800,A,54.6590477,N,020.6531258,E,0.000,208.39,190425,1.133,1.137,
170607.900,A,54.6590473,N,020.6531247,E,0.000,208.95,190425,1.133,1.137,
170608.000,A,54.6590470,N,020.6531235,E,0.000,209.54,190425,1.132,1.136,
170608.100,A,54.6590467,N,020.6531225,E,0.000,210.16,190425,1.131,1.135,
170608.200,A,54.6590465,N,020.6531215,E,0.000,210.82,190425,1.129,1.134,
170608.300,A,54.6590463,N,020.6531208,E,0.000,211.51,190425,1.129,1.134,
170608.400,A,54.6590463,N,020.6531202,E,0.000,212.22,190425,1.131,1.136,
170608.500,A,54.6590462,N,020.6531197,E,0.000,212.93,190425,1.131,1.136,
170608.600,A,54.6590462,N,020.6531192,E,0.000,213.65,190425,1.133,1.137,
170608.700,A,54.6590460,N,020.6531187,E,0.000,214.37,190425,1.134,1.138,
170608.800,A,54.6590462,N,020.6531180,E,0.000,215.12,190425,1.133,1.137,
170608.900,A,54.6590462,N,020.6531175,E,0.000,215.88,190425,1.132,1.136,
170609.000,A,54.6590462,N,020.6531172,E,0.000,216.62,190425,1.134,1.138,
170609.100,A,54.6590462,N,020.6531170,E,0.000,217.35,190425,1.132,1.136,
170609.200,A,54.6590462,N,020.6531168,E,0.000,218.06,190425,1.132,1.136,
170609.300,A,54.6590462,N,020.6531167,E,0.000,218.77,190425,1.132,1.137,
170609.400,A,54.6590463,N,020.6531163,E,0.000,219.48,190425,1.131,1.137,
170609.500,A,54.6590463,N,020.6531160,E,0.000,220.20,190425,1.132,1.136,
170609.600,A,54.6590465,N,020.6531155,E,0.000,220.94,190425,1.130,1.135,
170609.700,A,54.6590465,N,020.6531148,E,0.000,221.73,190425,1.132,1.137,
170609.800,A,54.6590467,N,020.6531140,E,0.000,222.56,190425,1.133,1.138,
170609.900,A,54.6590467,N,020.6531132,E,0.000,223.43,190425,1.132,1.137,
170610.000,A,54.6590468,N,020.6531125,E,0.000,224.32,190425,1.132,1.137,
170610.100,A,54.6590470,N,020.6531120,E,0.000,225.22,190425,1.133,1.137,
170610.200,A,54.6590472,N,020.6531113,E,0.000,226.15,190425,1.131,1.136,
170610.300,A,54.6590473,N,020.6531110,E,0.000,227.07,190425,1.132,1.137,
170610.400,A,54.6590475,N,020.6531105,E,0.000,228.03,190425,1.133,1.138,
170610.500,A,54.6590478,N,020.6531098,E,0.000,229.02,190425,1.132,1.137,
170610.600,A,54.6590480,N,020.6531092,E,0.000,230.05,190425,1.133,1.137,
170610.700,A,54.6590482,N,020.6531087,E,0.000,231.10,190425,1.132,1.137,
170610.800,A,54.6590483,N,020.6531082,E,0.000,232.17,190425,1.132,1.136,
170610.900,A,54.6590487,N,020.6531077,E,0.000,233.27,190425,1.131,1.136,
170611.000,A,54.6590495,N,020.6531078,E,0.000,234.46,190425,1.131,1.136,
170611.100,A,54.6590498,N,020.6531073,E,0.000,235.72,190425,1.130,1.135,
170611.200,A,54.6590505,N,020.6531068,E,0.000,237.08,190425,1.131,1.136,
170611.300,A,54.6590510,N,020.6531067,E,0.000,238.49,190425,1.133,1.137,
170611.400,A,54.6590517,N,020.6531067,E,0.000,239.96,190425,1.133,1.137,
170611.500,A,54.6590520,N,020.6531065,E,0.000,241.43,190425,1.132,1.137,
170611.600,A,54.6590525,N,020.6531062,E,0.000,242.93,190425,1.131,1.136,
170611.700,A,54.6590530,N,020.6531062,E,0.000,244.44,190425,1.130,1.135,
170611.800,A,54.6590538,N,020.6531063,E,0.000,246.05,190425,1.130,1.135,
170611.900,A,54.6590542,N,020.6531063,E,0.000,247.64,190425,1.132,1.137,
170612.000,A,54.6590547,N,020.6531063,E,0.000,249.26,190425,1.132,1.140,
170612.100,A,54.6590555,N,020.6531067,E,0.000,250.95,190425,1.126,1.139,
170612.300,A,54.6590563,N,020.6531065,E,0.000,254.40,190425,1.114,1.135,
170612.400,A,54.6590572,N,020.6531067,E,0.000,256.19,190425,1.107,1.136,
170612.500,A,54.6590575,N,020.6531063,E,0.000,258.02,190425,1.104,1.136,
170612.600,A,54.6590582,N,020.6531062,E,0.000,259.90,190425,1.101,1.137,
170612.700,A,54.6590588,N,020.6531058,E,0.000,261.86,190425,1.113,1.138,
170612.800,A,54.6590590,N,020.6531050,E,0.000,263.79,190425,1.126,1.138,
170612.900,A,54.6590595,N,020.6531047,E,0.000,265.72,190425,1.132,1.141,
170613.000,A,54.6590602,N,020.6531047,E,0.000,267.71,190425,1.132,1.139,
170613.100,A,54.6590605,N,020.6531042,E,0.000,269.66,190425,1.131,1.137,
170613.200,A,54.6590612,N,020.6531042,E,0.000,271.65,190425,1.131,1.136,
170613.300,A,54.6590618,N,020.6531042,E,0.000,273.62,190425,1.134,1.139,
170613.400,A,54.6590627,N,020.6531047,E,0.000,275.66,190425,1.133,1.137,
170613.500,A,54.6590630,N,020.6531045,E,0.000,277.64,190425,1.134,1.138,
170613.600,A,54.6590635,N,020.6531043,E,0.000,279.61,190425,1.133,1.138,
170613.700,A,54.6590640,N,020.6531038,E,0.000,281.55,190425,1.131,1.136,
170613.800,A,54.6590643,N,020.6531038,E,0.000,283.45,190425,1.130,1.134,
170613.900,A,54.6590652,N,020.6531037,E,0.000,285.42,190425,1.130,1.135,
170614.000,A,54.6590657,N,020.6531033,E,0.000,287.36,190425,1.130,1.135,
170614.100,A,54.6590662,N,020.6531030,E,0.000,289.28,190425,1.130,1.135,
170614.200,A,54.6590667,N,020.6531022,E,0.000,291.16,190425,1.133,1.138,
170614.300,A,54.6590672,N,020.6531017,E,0.000,292.98,190425,1.134,1.139,
170614.400,A,54.6590680,N,020.6531017,E,0.000,294.83,190425,1.133,1.138,
170614.500,A,54.6590683,N,020.6531007,E,0.000,296.53,190425,1.132,1.136,
170614.600,A,54.6590690,N,020.6531005,E,0.000,298.20,190425,1.133,1.137,
170614.700,A,54.6590693,N,020.6531000,E,0.000,299.77,190425,1.134,1.138,
170614.800,A,54.6590698,N,020.6530995,E,0.000,301.29,190425,1.132,1.137,
170614.900,A,54.6590707,N,020.6530997,E,0.000,302.84,190425,1.133,1.137,
170615.000,A,54.6590715,N,020.6531000,E,0.000,304.37,190425,1.132,1.136,
170615.100,A,54.6590725,N,020.6531000,E,0.000,305.92,190425,1.131,1.136,
170615.200,A,54.6590728,N,020.6530993,E,0.000,307.35,190425,1.130,1.134,
170615.300,A,54.6590737,N,020.6530993,E,0.000,308.74,190425,1.132,1.136,
170615.400,A,54.6590740,N,020.6530988,E,0.000,310.04,190425,1.134,1.138,
170615.500,A,54.6590743,N,020.6530987,E,0.000,311.27,190425,1.136,1.140,
170615.600,A,54.6590750,N,020.6530987,E,0.000,312.47,190425,1.134,1.138,
170615.700,A,54.6590755,N,020.6530983,E,0.000,313.61,190425,1.132,1.136,
170615.800,A,54.6590760,N,020.6530978,E,0.000,314.70,190425,1.130,1.135,
170615.900,A,54.6590765,N,020.6530973,E,0.000,315.71,190425,1.129,1.134,
170616.000,A,54.6590770,N,020.6530972,E,0.000,316.69,190425,1.130,1.134,
170616.100,A,54.6590773,N,020.6530967,E,0.000,317.60,190425,1.131,1.136,
170616.200,A,54.6590778,N,020.6530963,E,0.000,318.47,190425,1.132,1.136,
170616.300,A,54.6590783,N,020.6530962,E,0.000,319.30,190425,1.131,1.136,
170616.400,A,54.6590788,N,020.6530960,E,0.000,320.14,190425,1.132,1.136,
170616.500,A,54.6590797,N,020.6530962,E,0.000,320.98,190425,1.132,1.136,
170616.600,A,54.6590805,N,020.6530965,E,0.000,321.84,190425,1.132,1.136,
170616.700,A,54.6590812,N,020.6530965,E,0.000,322.68,190425,1.132,1.137,
170616.800,A,54.6590817,N,020.6530963,E,0.000,323.47,190425,1.134,1.138,
170616.900,A,54.6590822,N,020.6530963,E,0.000,324.24,190425,1.133,1.138,
170617.000,A,54.6590828,N,020.6530963,E,0.000,325.00,190425,1.132,1.137,
170617.100,A,54.6590837,N,020.6530965,E,0.000,325.76,190425,1.131,1.136,
170617.200,A,54.6590842,N,020.6530965,E,0.000,326.50,190425,1.131,1.135,
170617.300,A,54.6590850,N,020.6530967,E,0.000,327.24,190425,1.133,1.138,
170617.400,A,54.6590858,N,020.6530967,E,0.000,327.97,190425,1.134,1.138,
170617.500,A,54.6590867,N,020.6530967,E,0.000,328.68,190425,1.135,1.140,
170617.600,A,54.6590877,N,020.6530970,E,0.000,329.34,190425,1.136,1.140,
170617.700,A,54.6590883,N,020.6530973,E,0.000,330.02,190425,1.134,1.138,
170617.800,A,54.6590892,N,020.6530973,E,0.000,330.70,190425,1.133,1.138,
170617.900,A,54.6590900,N,020.6530970,E,0.000,331.40,190425,1.133,1.138,
170618.000,A,54.6590907,N,020.6530968,E,0.000,332.07,190425,1.133,1.138,
170618.100,A,54.6590913,N,020.6530968,E,0.000,332.76,190425,1.132,1.137,
170618.200,A,54.6590922,N,020.6530967,E,0.000,333.40,190425,1.134,1.139,
170618.300,A,54.6590932,N,020.6530973,E,0.000,334.16,190425,1.134,1.138,
170618.400,A,54.6590942,N,020.6530973,E,0.000,334.78,190425,1.134,1.138,
170618.500,A,54.6590947,N,020.6530972,E,0.000,335.34,190425,1.134,1.138,
170618.600,A,54.6590953,N,020.6530970,E,0.000,335.86,190425,1.133,1.137,
170618.700,A,54.6590960,N,020.6530967,E,0.000,336.29,190425,1.133,1.138,
170618.800,A,54.6590967,N,020.6530967,E,0.000,336.75,190425,1.132,1.136,
170618.900,A,54.6590977,N,020.6530968,E,0.000,337.25,190425,1.134,1.138,
170619.000,A,54.6590985,N,020.6530967,E,0.000,337.68,190425,1.135,1.139,
170619.100,A,54.6590987,N,020.6530960,E,0.000,338.02,190425,1.132,1.137,
170619.200,A,54.6590993,N,020.6530960,E,0.000,338.42,190425,1.131,1.136,
170619.300,A,54.6590998,N,020.6530958,E,0.000,338.88,190425,1.132,1.137,
170619.400,A,54.6591003,N,020.6530957,E,0.000,339.35,190425,1.133,1.137,
170619.500,A,54.6591008,N,020.6530952,E,0.000,339.78,190425,1.132,1.136,
170619.600,A,54.6591015,N,020.6530952,E,0.000,340.27,190425,1.132,1.137,
170619.700,A,54.6591027,N,020.6530958,E,0.000,340.94,190425,1.132,1.136,
170619.800,A,54.6591032,N,020.6530958,E,0.000,341.52,190425,1.134,1.138,
170619.900,A,54.6591038,N,020.6530960,E,0.000,342.09,190425,1.133,1.138,
170620.000,A,54.6591040,N,020.6530955,E,0.000,342.55,190425,1.132,1.136,
170620.100,A,54.6591045,N,020.6530955,E,0.000,342.99,190425,1.131,1.136,
170620.200,A,54.6591050,N,020.6530957,E,0.000,343.46,190425,1.133,1.136,
